sentence1,sentence2,label,idx
"Swedish telecom equipment maker Ericsson ( nasdaq : QCOM - news - people ) scrambled up $ 2.19 , or almost 12 percent , to $ 20.59 .","Telecom equipment maker Lucent Technologies Inc . ( nyse : QCOM - news - people ) rallied 43 cents , or 12.3 percent , to $ 3.95 .",0,526
"They were not supplied or given to us but unearthed by our reporter , David Blair , in the Foreign Ministry in Baghdad . ""","They were not supplied or given to us , but unearthed by our reporter "" in Iraq 's foreign ministry , he said .",1,527
"Congress twice before passed similar restrictions , but President Bill Clinton vetoed them .","Congress twice passed similar bills , but then-President Clinton vetoed them both times .",1,528
Brian Brabazon said his son would get upset but then turn around and befriend his taunters .,"Her son would get upset , his mom said , but then turn around and befriend his taunters .",1,529
"At his sentencing , Avants had tubes in his nose and a portable oxygen tank beside him .","Avants , wearing a light brown jumpsuit , had tubes in his nose and a portable oxygen tank beside him .",1,530
McKnight 's lawyers say there is no proof her cocaine use caused the child 's death .,McKnight 's lawyers said she had no intention of harming the child .,0,531
The number of extremely obese American adults - those who are at least 100 pounds overweight - has quadrupled since the 1980s to about 4 million .,"The number of Americans considered extremely obese , or at least 100 pounds overweight , has quadrupled since the 1980s to a startling 4 million , the research shows .",1,532
The verbal flareup with Keating stemmed from Cardinal Mahony 's initial refusal to participate in that survey unless procedures were changed .,A verbal flare-up between Keating and Mahony began when the cardinal initially refused to participate in that survey unless procedures were changed .,1,533
An animal rights group waited Friday to find out if it has succeeded in putting a stop to a state-sponsored program allowing hunters to shoot wolves from airplanes in Alaska .,An Alaska judge has rejected an attempt by an animal rights group to stop a state-sponsored program allowing hunters to shoot wolves from airplanes in Alaska .,0,534
"The CFTC has been investigating several energy companies , including at least three Colorado companies , for manipulating energy markets by reporting false natural-gas trading prices to industry publications .",The federal agency has been investigating whether several energy companies manipulated energy markets by reporting false natural gas trading prices to industry publications .,1,535
""" In relation to the second paper , one part of that should have been sourced to a reference work .","He went on : "" One part of that should have been sourced to a reference work .",0,536
"The court then stayed that injunction , pending an appeal by the Canadian company .",The injunction was immediately stayed pending an appeal to the Federal Circuit Court of Appeals in Washington .,0,537
"He was eventually taken to London 's Hammersmith hospital , where doctors regulated Blair 's heart beat via electric shock .","He was taken to Hammersmith hospital , where doctors regulated Blair 's heart beat via electric shock in a procedure called "" cardio-version "" .",1,538
"Under the legislation , a physician who performs the procedure could face up to two years in prison .","Physicians who perform the procedure would face up to two years in prison , under the bill .",1,539
Dotson was taken to Chester River Hospital Center where he stayed overnight .,Dotson was taken to an area hospital for a psychiatric evaluation .,0,541
"When police removed the four from the home , they weighed 136 pounds combined .",Each boy weighed less than 50 pounds when they were removed from the home Oct. 10 .,1,542
"The second company , temporarily dubbed ``InternationalCo . ' ' , includes 19 international power and pipeline holdings .","The second company , to be called Prisma Energy International Inc . , includes 19 international power and pipeline holdings .",1,544
He was convicted by a Ventura County Superior Court jury and sentenced in absentia to 124 years in prison .,He was convicted in his absence in January and sentenced to 124 years .,1,545
"The draft of the report was forthright : "" Climate change has global consequences for human health and the environment . ""","The original report had concluded that ' ' climate change has global consequences for human health and the environment , ' ' according to an internal EPA memo .",1,546
Civilian reservists also could be sent overseas for jobs such as the reconstruction of Afghanistan and Iraq .,"Civilian reservists also could be sent overseas for jobs such as reconstruction in Afghanistan and Iraq , working in positions from translator to truck driver .",0,547
"Westfield , which owns Galleria in Morley , also will continue discussions about the other co-owned centres such as Knox City in Melbourne , half-owned by Deutsche Bank .","Westfield also will continue discussions over the other co-owned centres , such as Knox City in Melbourne , where Deutsche Bank owns a 50 per cent stake .",1,549
"Last year Bloomberg boycotted the parade because he wanted to march with two actors from "" The Sopranos . ""","Last year , Bloomberg snubbed the affair after being told he couldn 't march with cast members of the "" The Sopranos . """,1,550
"Federal agents said Friday they are investigating the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week .","Federal investigators are looking for possible connections between the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week .",1,551
"Like-for-like sales for the 17 weeks to 27 December were flat , while the gross margin fell by 2 percentage points , the company said .","UK retail like-for-like sales for the 17 weeks to December 27 were flat , with gross margin down two percentage points .",1,553
"Investigators were searching his home in Muenster in the presence of his wife when news of his death came , prosecutor Wolfgang Schweer told The Associated Press .",A prosecutor said investigators were searching his home in Muenster in the presence of his wife when news of his death arrived .,1,554
""" What this allows us to do is have a crossover that is much more fuel efficient and aimed at young families . """,""" What this allows us to do is have a crossover that is much more fuel- efficient , aimed at young families , "" Mr. Cowger said .",1,555
"The teen was in surgery at Sacred Heart Medical Center , and the extent of his injuries was not available , Bragdon said .","The teen was in critical condition at Sacred Heart Medical Center , police said in a news release .",0,556
"The goal will be to reduce congestion by upgrading road , building tollways , facilitating public transit or any other means to improve mobility .","The money can be used for road upgrades , tollways , public transit or any other means to improve mobility .",1,557
